ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
MUR|Murphy Oil Corporation Common Stock|N|MUR|N|100.0|N|MUR
MUSA|Murphy USA Inc. Common Stock|N|MUSA|N|100.0|N|MUSA
MUX|McEwen Mining Inc. Common Stock|N|MUX|N|100.0|N|MUX
MVF|Blackrock MuniVest Fund, Inc. Common Stock|N|MVF|N|100.0|N|MVF
MVO|MV Oil Trust Units of Beneficial Interests|N|MVO|N|100.0|N|MVO
MVT|Blackrock MuniVest Fund II, Inc.  Common Stock|N|MVT|N|100.0|N|MVT
MWA|MUELLER WATER PRODUCTS Common Stock|N|MWA|N|100.0|N|MWA
MWG|Multi Ways Holdings Limited Ordinary Shares|A|MWG|N|100.0|N|MWG
MX|Magnachip Semiconductor Corporation Common Stock|N|MX|N|100.0|N|MX
MXC|Mexco Energy Corporation Common Stock|A|MXC|N|100.0|N|MXC
MXE|Mexico Equity and Income Fund, Inc. (The) Common Stock|N|MXE|N|100.0|N|MXE
MXF|Mexico Fund, Inc. (The) Common Stock|N|MXF|N|100.0|N|MXF
MYD|Blackrock MuniYield Fund, Inc.  Common Stock|N|MYD|N|100.0|N|MYD
MYE|Myers Industries, Inc. Common Stock|N|MYE|N|100.0|N|MYE
MYI|Blackrock MuniYield Quality Fund III, Inc Common Stock|N|MYI|N|100.0|N|MYI
MYN|Blackrock MuniYield New York Quality Fund, Inc.Common Stock|N|MYN|N|100.0|N|MYN
MYND|Mynd.ai, Inc. American Depositary Shares|A|MYND|N|100.0|N|MYND
MYO|Myomo Inc. Common Stock|A|MYO|N|100.0|N|MYO
MYTE|MYT Netherlands Parent B.V. American Depositary Shares, each representing one Ordinary Share|N|MYTE|N|100.0|N|MYTE
NABL|N-able, Inc. Common Stock|N|NABL|N|100.0|N|NABL
NAC|Nuveen California Quality Municipal Income Fund|N|NAC|N|100.0|N|NAC
NAD|Nuveen Quality Municipal Income Fund Common Stock|N|NAD|N|100.0|N|NAD
NAK|Northern Dynasty Minerals, Ltd. Common Stock|A|NAK|N|100.0|N|NAK
NAN|Nuveen New York Quality Municipal Income Fund Common Stock|N|NAN|N|100.0|N|NAN
NAPA|The Duckhorn Portfolio, Inc. Common Stock|N|NAPA|N|100.0|N|NAPA
NAT|Nordic American Tankers Limited Common Stock|N|NAT|N|100.0|N|NAT
NATL|NCR Atleos Corporation Common Stock|N|NATL|N|100.0|N|NATL
NAZ|Nuveen Arizona Quality Municipal Income Fund Common Stock|N|NAZ|N|100.0|N|NAZ
NBB|Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest|N|NBB|N|100.0|N|NBB
NBH|Neuberger Berman Municipal Fund Inc. Common Stock|A|NBH|N|100.0|N|NBH
NBHC|National Bank Holdings Corporation Common Stock|N|NBHC|N|100.0|N|NBHC
NBR|Nabors Industries Ltd.|N|NBR|N|100.0|N|NBR
NBXG|Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock|N|NBXG|N|100.0|N|NBXG
NBY|NovaBay Pharmaceuticals, Inc. Common Stock|A|NBY|N|100.0|N|NBY
NC|NACCO Industries, Inc. Common Stock|N|NC|N|100.0|N|NC
NCA|Nuveen California Municipal Value Fund|N|NCA|N|100.0|N|NCA
NCDL|Nuveen Churchill Direct Lending Corp. Common Stock|N|NCDL|N|100.0|N|NCDL
NCL|Northann Corp. Common Stock|A|NCL|N|100.0|N|NCL
NCLH|Norwegian Cruise Line Holdings Ltd. Ordinary Shares|N|NCLH|N|100.0|N|NCLH
NCV|Virtus Convertible & Income Fund Common Shares of Beneficial Interest|N|NCV|N|100.0|N|NCV
NCZ|Virtus Convertible & Income Fund II Common Shares of Beneficial Interest|N|NCZ|N|100.0|N|NCZ
NDMO|Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest|N|NDMO|N|100.0|N|NDMO
NDP|Tortoise Energy Independence Fund, Inc. Common Stock|N|NDP|N|100.0|N|NDP
NE|Noble Corporation plc A Ordinary Shares|N|NE|N|100.0|N|NE
NEA|Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01|N|NEA|N|100.0|N|NEA
NEE|NextEra Energy, Inc. Common Stock|N|NEE|N|100.0|N|NEE
NEM|Newmont Corporation|N|NEM|N|100.0|N|NEM
NEN|New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership|A|NEN|N|100.0|N|NEN
NEP|NextEra Energy Partners, LP Common Units representing limited partner interests|N|NEP|N|100.0|N|NEP
NET|Cloudflare, Inc. Class A Common Stock|N|NET|N|100.0|N|NET
NEU|NewMarket Corp Common Stock|N|NEU|N|100.0|N|NEU
NEUE|NeueHealth, Inc. Common Stock|N|NEUE|N|100.0|N|NEUE
NEWP|New Pacific Metals Corp. Common Shares|A|NEWP|N|100.0|N|NEWP
NEXA|Nexa Resources S.A. Common Shares|N|NEXA|N|100.0|N|NEXA
NFG|National Fuel Gas Company Common Stock|N|NFG|N|100.0|N|NFG
NFGC|New Found Gold Corp Common Shares|A|NFGC|N|100.0|N|NFGC
NFJ|Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest|N|NFJ|N|100.0|N|NFJ
NFYS|Enphys Acquisition Corp. Class A Ordinary Shares|N|NFYS|N|100.0|N|NFYS
NG|Novagold Resources Inc.|A|NG|N|100.0|N|NG
NGD|New Gold Inc.|A|NGD|N|100.0|N|NGD
NGG|National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares|N|NGG|N|100.0|N|NGG
NGL|NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests|N|NGL|N|100.0|N|NGL
NGS|Natural Gas Services Group, Inc. Common Stock|N|NGS|N|100.0|N|NGS
NGVC|Natural Grocers by Vitamin Cottage, Inc. Common Stock|N|NGVC|N|100.0|N|NGVC
NGVT|Ingevity Corporation Common Stock |N|NGVT|N|100.0|N|NGVT
NHC|National HealthCare Corporation Common Stock|A|NHC|N|100.0|N|NHC
NHI|National Health Investors, Inc. Common Stock|N|NHI|N|100.0|N|NHI
NHS|Neuberger Berman High Yield Strategies Fund|A|NHS|N|100.0|N|NHS
NI|NiSource Inc Common Stock|N|NI|N|100.0|N|NI
NIC|Nicolet Bankshares Inc. Common Stock|N|NIC|N|100.0|N|NIC
NIE|Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest|N|NIE|N|100.0|N|NIE
NIM|Nuveen Select Maturities Municipal Fund Common Stock|N|NIM|N|100.0|N|NIM
NINE|Nine Energy Service, Inc. Common Stock|N|NINE|N|100.0|N|NINE
NIO|NIO Inc. American depositary shares, each  representing one Class A ordinary share|N|NIO|N|100.0|N|NIO
NJR|NewJersey Resources Corporation Common Stock|N|NJR|N|100.0|N|NJR
NKE|Nike, Inc. Common Stock|N|NKE|N|100.0|N|NKE
NKX|Nuveen California AMT-Free Quality Municipal Income Fund|N|NKX|N|100.0|N|NKX
NL|NL Industries, Inc. Common Stock|N|NL|N|100.0|N|NL
NLOP|Net Lease Office Properties Common Shares of Beneficial Interest|N|NLOP|N|100.0|N|NLOP
NLY|Annaly Capital Management Inc. Common Stock|N|NLY|N|100.0|N|NLY
NMAI|Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest|N|NMAI|N|100.0|N|NMAI
NMCO|Nuveen Municipal Credit Opportunities Fund Common Shares|N|NMCO|N|100.0|N|NMCO
NMG|Nouveau Monde Graphite Inc. Common Shares|N|NMG|N|100.0|N|NMG
NMI|Nuveen Municipal Income Fund, Inc. Common Stock|N|NMI|N|100.0|N|NMI
NML|Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock|A|NML|N|100.0|N|NML
NMM|Navios Maritime Partners LP Common Units Representing Limited Partner Interests|N|NMM|N|100.0|N|NMM
NMR|Nomura Holdings Inc ADR American Depositary Shares|N|NMR|N|100.0|N|NMR
NMS|Nuveen Minnesota Quality Municipal Income Fund |N|NMS|N|100.0|N|NMS
NMT|Nuveen Massachusetts Quality Municipal Income Fund Common Stock|N|NMT|N|100.0|N|NMT
NMZ|Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share|N|NMZ|N|100.0|N|NMZ
NNI|Nelnet, Inc. Common Stock|N|NNI|N|100.0|N|NNI
NNN|NNN REIT, Inc. Common Stock|N|NNN|N|100.0|N|NNN
NNVC|NanoViricides, Inc. Common Stock|A|NNVC|N|100.0|N|NNVC
NNY|Nuveen New York Municipal Value Fund Common Stock|N|NNY|N|100.0|N|NNY
NOA|North American Construction Group Ltd. Common Shares (no par)|N|NOA|N|100.0|N|NOA
NOAH|Noah Holdings Limited American Depositary Shares|N|NOAH|N|100.0|N|NOAH
NOC|Northrop Grumman Corporation Common Stock|N|NOC|N|100.0|N|NOC
NOG|Northern Oil and Gas, Inc. Common Stock|N|NOG|N|100.0|N|NOG
NOK|Nokia Corporation Sponsored American Depositary Shares|N|NOK|N|100.0|N|NOK
NOM|Nuveen Missouri Quality Municipal Income Fund |N|NOM|N|100.0|N|NOM
NOMD|Nomad Foods Limited Ordinary Shares|N|NOMD|N|100.0|N|NOMD
NOTE|FiscalNote Holdings, Inc. Class A common stock|N|NOTE|N|100.0|N|NOTE
NOV|NOV Inc. Common Stock|N|NOV|N|100.0|N|NOV
NOVA|Sunnova Energy International Inc. Common Stock|N|NOVA|N|100.0|N|NOVA
NOW|ServiceNow, Inc. Common Stock|N|NOW|N|100.0|N|NOW
NPCT|Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest|N|NPCT|N|100.0|N|NPCT
NPFD|Nuveen Variable Rate Preferred & Income Fund Common Shares|N|NPFD|N|100.0|N|NPFD
NPK|National Presto Industries, Inc. Common Stock|N|NPK|N|100.0|N|NPK
NPO|Enpro Inc. Common Stock|N|NPO|N|100.0|N|NPO
NPV|Nuveen Virginia Quality Municipal Income Fund Common Stock|N|NPV|N|100.0|N|NPV
NPWR|NET Power Inc. Class A Common Stock|N|NPWR|N|100.0|N|NPWR
NQP|Nuveen Pennsylvania Quality Municipal Income Fund Common Stock|N|NQP|N|100.0|N|NQP
NR|Newpark Resources, Inc. Common Stock|N|NR|N|100.0|N|NR
NRDY|Nerdy Inc. Class A Common Stock|N|NRDY|N|100.0|N|NRDY
NREF|NexPoint Real Estate Finance, Inc. Common Stock|N|NREF|N|100.0|N|NREF
NRG|NRG Energy, Inc. Common Stock|N|NRG|N|100.0|N|NRG
NRGD|MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN|P|NRGD|N|100.0|N|NRGD
NRGU|MicroSectors U.S. Big Oil Index 3X Leveraged ETN|P|NRGU|N|100.0|N|NRGU
NRGV|Energy Vault Holdings, Inc. Common Stock|N|NRGV|N|100.0|N|NRGV
NRK|Nuveen New York AMT-Free Quality Municipal Income Fund |N|NRK|N|100.0|N|NRK
NRO|Neuberger Berman Real Estate Securities Income Fund, Inc.|A|NRO|N|100.0|N|NRO
NRP|Natural Resource Partners LP Limited Partnership|N|NRP|N|100.0|N|NRP
NRT|North European Oil Royality Trust Common Stock|N|NRT|N|100.0|N|NRT
NRUC|National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)|N|NRUC|N|100.0|N|NRUC
NRXS|Neuraxis, Inc. Common Stock|A|NRXS|N|100.0|N|NRXS
NSA|National Storage Affiliates Trust Common Shares of Beneficial Interest|N|NSA|N|100.0|N|NSA
NSC|Norfolk Southern Corporation Common Stock|N|NSC|N|100.0|N|NSC
NSP|Insperity, Inc. Common Stock|N|NSP|N|100.0|N|NSP
NTB|Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares|N|NTB|N|100.0|N|NTB
NTG|Tortoise Midstream Energy Fund, Inc. Common Stock|N|NTG|N|100.0|N|NTG
NTIP|Network-1 Technologies, Inc. Common Stock|A|NTIP|N|100.0|N|NTIP
NTR|Nutrien Ltd. Common Shares|N|NTR|N|100.0|N|NTR
NTST|NetSTREIT Corp. Common Stock|N|NTST|N|100.0|N|NTST
NTZ|Natuzzi, S.p.A.|N|NTZ|N|100.0|N|NTZ
NU|Nu Holdings Ltd. Class A Ordinary Shares|N|NU|N|100.0|N|NU
NUE|Nucor Corporation Common Stock|N|NUE|N|100.0|N|NUE
NUS|Nu Skin Enterprises, Inc. Common Stock|N|NUS|N|100.0|N|NUS
NUV|Nuveen Municipal Value Fund, Inc. Common Stock|N|NUV|N|100.0|N|NUV
NUVB|Nuvation Bio Inc. Class A Common Stock|N|NUVB|N|100.0|N|NUVB
NUW|Nuveen AMT-Free Municipal Value Fund|N|NUW|N|100.0|N|NUW
NVG|Nuveen AMT-Free Municipal Credit Income Fund |N|NVG|N|100.0|N|NVG
NVGS|Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)|N|NVGS|N|100.0|N|NVGS
NVO|Novo Nordisk A/S Common Stock|N|NVO|N|100.0|N|NVO
NVR|NVR, Inc. Common Stock|N|NVR|N|10.0|N|NVR
NVRI|Enviri Corporation Common Stock|N|NVRI|N|100.0|N|NVRI
NVRO|Nevro Corp. Common Stock|N|NVRO|N|100.0|N|NVRO
NVS|Novartis AG Common Stock|N|NVS|N|100.0|N|NVS
NVST|Envista Holdings Corporation Common Stock|N|NVST|N|100.0|N|NVST
NVT|nVent Electric plc Ordinary Shares |N|NVT|N|100.0|N|NVT
NWG|NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)|N|NWG|N|100.0|N|NWG
NWN|Northwest Natural Holding Company Common Stock|N|NWN|N|100.0|N|NWN
NX|Quanex Building Products Corporation Common Stock|N|NX|N|100.0|N|NX
NXC|Nuveen California Select Tax-Free Income Portfolio Common Stock|N|NXC|N|100.0|N|NXC
NXDT|NexPoint Diversified Real Estate Trust Common Stock|N|NXDT|N|100.0|N|NXDT
NXE|Nexgen Energy Ltd. Common Shares|N|NXE|N|100.0|N|NXE
NXG|NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest|N|NXG|N|100.0|N|NXG
NXJ|Nuveen New Jersey Qualified Municipal Fund |N|NXJ|N|100.0|N|NXJ
NXN|Nuveen New York Select Tax-Free Income Portfolio Common Stock|N|NXN|N|100.0|N|NXN
NXP|Nuveen Select Tax Free Income Portfolio Common Stock|N|NXP|N|100.0|N|NXP
NXRT|NexPoint Residential Trust, Inc. Common Stock|N|NXRT|N|100.0|N|NXRT
NYC|American Strategic Investment Co. Class A Common Stock|N|NYC|N|100.0|N|NYC
NYCB|New York Community Bancorp, Inc. Common Stock|N|NYCB|N|100.0|N|NYCB
NYT|New York Times Company (The) Common Stock|N|NYT|N|100.0|N|NYT
NZF|Nuveen Municipal Credit Income Fund |N|NZF|N|100.0|N|NZF
O|Realty Income Corporation Common Stock|N|O|N|100.0|N|O
OBDC|Blue Owl Capital Corporation Common Stock|N|OBDC|N|100.0|N|OBDC
OBDE|Blue Owl Capital Corporation III Common Stock|N|OBDE|N|100.0|N|OBDE
OBE|Obsidian Energy Ltd. Common Shares|A|OBE|N|100.0|N|OBE
OBK|Origin Bancorp, Inc. Common Stock|N|OBK|N|100.0|N|OBK
OC|Owens Corning Inc Common Stock New|N|OC|N|100.0|N|OC
OCFT|OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares|N|OCFT|N|100.0|N|OCFT
ODC|Oil-Dri Corporation Of America Common Stock|N|ODC|N|100.0|N|ODC
ODV|Osisko Development Corp. Common Shares|N|ODV|N|100.0|N|ODV
OEC|Orion S.A. Common Shares|N|OEC|N|100.0|N|OEC
OFG|OFG Bancorp Common Stock|N|OFG|N|100.0|N|OFG
OGCP|Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests|P|OGCP|N|100.0|N|OGCP
OGE|OGE Energy Corp Common Stock|N|OGE|N|100.0|N|OGE
OGEN|Oragenics Inc. Common Stock|A|OGEN|N|100.0|N|OGEN
OGN|Organon & Co. Common Stock |N|OGN|N|100.0|N|OGN
OGS|ONE Gas, Inc. Common Stock|N|OGS|N|100.0|N|OGS
OHI|Omega Healthcare Investors, Inc. Common Stock|N|OHI|N|100.0|N|OHI
OI|O-I Glass, Inc. Common Stock|N|OI|N|100.0|N|OI
OIA|Invesco Municipal Income Opportunities Trust Common Stock|N|OIA|N|100.0|N|OIA
OII|Oceaneering International, Inc. Common Stock|N|OII|N|100.0|N|OII
OIS|Oil States International, Inc. Common Stock|N|OIS|N|100.0|N|OIS
OKE|ONEOK, Inc. Common Stock|N|OKE|N|100.0|N|OKE
OKLO|Oklo Inc. Class A common stock|N|OKLO|N|100.0|N|OKLO
OLN|Olin Corporation Common Stock|N|OLN|N|100.0|N|OLN
OLO|Olo Inc. Class A Common Stock|N|OLO|N|100.0|N|OLO
OLP|One Liberty Properties, Inc. Common Stock|N|OLP|N|100.0|N|OLP
OMC|Omnicom Group Inc. Common Stock|N|OMC|N|100.0|N|OMC
OMF|OneMain Holdings, Inc. Common Stock|N|OMF|N|100.0|N|OMF
OMI|Owens & Minor, Inc. Common Stock|N|OMI|N|100.0|N|OMI
ONIT|Onity Group Inc. Common Stock|N|ONIT|N|100.0|N|ONIT
ONL|Orion Office REIT Inc. Common Stock|N|ONL|N|100.0|N|ONL
ONON|On Holding AG Class A Ordinary Shares|N|ONON|N|100.0|N|ONON
ONTF|ON24, Inc. Common Stock|N|ONTF|N|100.0|N|ONTF
ONTO|Onto Innovation Inc. Common Stock|N|ONTO|N|100.0|N|ONTO
OOMA|Ooma, Inc. Common Stock|N|OOMA|N|100.0|N|OOMA
OPAD|Offerpad Solutions Inc. Class A Common Stock|N|OPAD|N|100.0|N|OPAD
OPFI|OppFi Inc. Class A Common Stock|N|OPFI|N|100.0|N|OPFI
OPP|RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock|N|OPP|N|100.0|N|OPP
OPTT|Ocean Power Technologies, Inc. Common Stock|A|OPTT|N|100.0|N|OPTT
OPY|Oppenheimer Holdings, Inc. Class A Common Stock (DE)|N|OPY|N|100.0|N|OPY
OR|Osisko Gold Royalties Ltd Common Shares|N|OR|N|100.0|N|OR
ORA|Ormat Technologies, Inc. Common Stock|N|ORA|N|100.0|N|ORA
ORAN|Orange|N|ORAN|N|100.0|N|ORAN
ORC|Orchid Island Capital, Inc. Common Stock|N|ORC|N|100.0|N|ORC
ORCL|Oracle Corporation Common Stock|N|ORCL|N|100.0|N|ORCL
ORI|Old Republic International Corporation Common Stock|N|ORI|N|100.0|N|ORI
ORLA|Orla Mining Ltd. Common Shares|A|ORLA|N|100.0|N|ORLA
ORN|Orion Group Holdings, Inc. Common|N|ORN|N|100.0|N|ORN
OSCR|Oscar Health, Inc. Class A Common Stock|N|OSCR|N|100.0|N|OSCR
OSG|Overseas Shipholding Group, Inc. Class A Common Stock|N|OSG|N|100.0|N|OSG
OSK|Oshkosh Corporation (Holding Company)Common Stock|N|OSK|N|100.0|N|OSK
OTIS|Otis Worldwide Corporation Common Stock |N|OTIS|N|100.0|N|OTIS
OUST|Ouster, Inc. Common Stock|N|OUST|N|100.0|N|OUST
OUT|OUTFRONT Media Inc. Common Stock|N|OUT|N|100.0|N|OUT
OVV|Ovintiv Inc. (DE)|N|OVV|N|100.0|N|OVV
OWL|Blue Owl Capital Inc. Class A Common Stock|N|OWL|N|100.0|N|OWL
OWLT|Owlet, Inc. Class A Common Stock|N|OWLT|N|100.0|N|OWLT
OXM|Oxford Industries, Inc. Common Stock|N|OXM|N|100.0|N|OXM
OXY|Occidental Petroleum Corporation Common Stock|N|OXY|N|100.0|N|OXY
OZ|Belpointe PREP, LLC Class A Units|A|OZ|N|100.0|N|OZ
PAAS|Pan American Silver Corp. Common Stock|N|PAAS|N|100.0|N|PAAS
PAC|Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)|N|PAC|N|100.0|N|PAC
PACK|Ranpak Holdings Corp Class A Common Stock|N|PACK|N|100.0|N|PACK
PACS|PACS Group, Inc. Common Stock|N|PACS|N|100.0|N|PACS
PAG|Penske Automotive Group, Inc. Common Stock|N|PAG|N|100.0|N|PAG
PAGS|PagSeguro Digital Ltd. Class A Common Shares|N|PAGS|N|100.0|N|PAGS
PAI|Western Asset Investment Grade Income Fund Inc.|N|PAI|N|100.0|N|PAI
PAM|Pampa Energia S.A.|N|PAM|N|100.0|N|PAM
PAPL|Pineapple Financial Inc. Common Stock|A|PAPL|N|100.0|N|PAPL
PAR|PAR Technology Corporation Common Stock|N|PAR|N|100.0|N|PAR
PARR|Par Pacific Holdings, Inc.  Common Stock|N|PARR|N|100.0|N|PARR
PATH|UiPath, Inc. Class A Common Stock|N|PATH|N|100.0|N|PATH
PAXS|PIMCO Access Income Fund Common Shares of Beneficial Interest|N|PAXS|N|100.0|N|PAXS
PAY|Paymentus Holdings, Inc. Class A Common Stock|N|PAY|N|100.0|N|PAY
PAYC|Paycom Software, Inc. Common Stock|N|PAYC|N|100.0|N|PAYC
PB|Prosperity Bancshares, Inc. Common Stock|N|PB|N|100.0|N|PB
PBA|Pembina Pipeline Corp. Ordinary Shares (Canada)|N|PBA|N|100.0|N|PBA
PBF|PBF Energy Inc. Class A Common Stock|N|PBF|N|100.0|N|PBF
PBH|Prestige Consumer Healthcare Inc. Common Stock|N|PBH|N|100.0|N|PBH
PBI|Pitney Bowes Inc. Common Stock|N|PBI|N|100.0|N|PBI
PBR|Petroleo Brasileiro S.A.- Petrobras Common Stock|N|PBR|N|100.0|N|PBR
PBR.A|Petroleo Brasileiro S.A.- Petrobras American Depositary Shares|N|PBR.A|N|100.0|N|PBR.A
PBT|Permian Basin Royalty Trust Common Stock|N|PBT|N|100.0|N|PBT
PCF|High Income Securities Fund Common Stock|N|PCF|N|100.0|N|PCF
PCG|Pacific Gas & Electric Co. Common Stock|N|PCG|N|100.0|N|PCG
PCK|Pimco California Municipal Income Fund II Common Shares of Beneficial Interest|N|PCK|N|100.0|N|PCK
PCM|PCM Fund, Inc. Common Stock|N|PCM|N|100.0|N|PCM
PCN|Pimco Corporate & Income Strategy Fund Common Stock|N|PCN|N|100.0|N|PCN
PCOR|Procore Technologies, Inc. Common Stock|N|PCOR|N|100.0|N|PCOR
PCQ|PIMCO California Municipal Income Fund Common Stock|N|PCQ|N|100.0|N|PCQ
PD|PagerDuty, Inc. Common Stock|N|PD|N|100.0|N|PD
PDI|PIMCO Dynamic Income Fund Common Stock|N|PDI|N|100.0|N|PDI
PDM|Piedmont Office Realty Trust, Inc. Class A Common Stock|N|PDM|N|100.0|N|PDM
PDO|PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest|N|PDO|N|100.0|N|PDO
PDS|Precision Drilling Corporation Common Stock|N|PDS|N|100.0|N|PDS
PDT|John Hancock Premium Dividend Fund|N|PDT|N|100.0|N|PDT
PDX|PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest|N|PDX|N|100.0|N|PDX
PEB|Pebblebrook Hotel Trust Common Shares of Beneficial Interest|N|PEB|N|100.0|N|PEB
PED|Pedevco Corp. Common Stock|A|PED|N|100.0|N|PED
PEG|Public Service Enterprise Group Incorporated Common Stock|N|PEG|N|100.0|N|PEG
PEN|Penumbra, Inc. Common Stock|N|PEN|N|100.0|N|PEN
PEO|Adams Natural Resources Fund, Inc. Common Stock|N|PEO|N|100.0|N|PEO
PERF|Perfect Corp. Class A Ordinary Share|N|PERF|N|100.0|N|PERF
PFD|Flaherty & Crumrine Preferred and Income Fund Incorporated|N|PFD|N|100.0|N|PFD
PFE|Pfizer, Inc. Common Stock|N|PFE|N|100.0|N|PFE
PFFL|ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN due September 25, 2048|P|PFFL|N|100.0|N|PFFL
PFGC|Performance Food Group Company Common Stock|N|PFGC|N|100.0|N|PFGC
PFH|Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060|N|PFH|N|100.0|N|PFH
PFL|PIMCO Income Strategy Fund Shares of Beneficial Interest|N|PFL|N|100.0|N|PFL
PFLT|PennantPark Floating Rate Capital Ltd. Common Stock|N|PFLT|N|100.0|N|PFLT
PFN|PIMCO Income Strategy Fund II|N|PFN|N|100.0|N|PFN
PFO|Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated|N|PFO|N|100.0|N|PFO
PFS|Provident Financial Services, Inc Common Stock|N|PFS|N|100.0|N|PFS
PFSI|PennyMac Financial Services, Inc. Common Stock|N|PFSI|N|100.0|N|PFSI
PG|Procter & Gamble Company (The) Common Stock|N|PG|N|100.0|N|PG
PGP|Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest|N|PGP|N|100.0|N|PGP
PGR|Progressive Corporation (The) Common Stock|N|PGR|N|100.0|N|PGR
PGRE|Paramount Group, Inc. Common Stock|N|PGRE|N|100.0|N|PGRE
PGRU|PropertyGuru Group Limited Ordinary Shares|N|PGRU|N|100.0|N|PGRU
PGZ|Principal Real Estate Income Fund Common Shares of Beneficial Interest|N|PGZ|N|100.0|N|PGZ
PH|Parker-Hannifin Corporation Common Stock|N|PH|N|100.0|N|PH
PHD|Pioneer Floating Rate Fund, Inc.|N|PHD|N|100.0|N|PHD
PHG|Koninklijke Philips N.V. NY Registry Shares|N|PHG|N|100.0|N|PHG
PHGE|BiomX Inc. COmmon Stock|A|PHGE|N|100.0|N|PHGE
PHGE.U|BiomX Inc. Units|A|PHGE.U|N|100.0|N|PHGE=
PHI|PLDT Inc. Sponsored ADR|N|PHI|N|100.0|N|PHI
PHIN|PHINIA Inc. Common Stock|N|PHIN|N|100.0|N|PHIN
PHK|Pimco High Income Fund|N|PHK|N|100.0|N|PHK
PHM|PulteGroup, Inc. Common Stock|N|PHM|N|100.0|N|PHM
PHR|Phreesia, Inc. Common Stock|N|PHR|N|100.0|N|PHR
PHT|Pioneer High Income Fund, Inc.|N|PHT|N|100.0|N|PHT
PHX|PHX Minerals Inc. Common Stock|N|PHX|N|100.0|N|PHX
PHYT|Pyrophyte Acquisition Corp. Class A Ordinary Shares|N|PHYT|N|100.0|N|PHYT
PII|Polaris Inc. Common Stock|N|PII|N|100.0|N|PII
PIM|Putnam Master Intermediate Income Trust Common Stock|N|PIM|N|100.0|N|PIM
PINE|Alpine Income Property Trust, Inc. Common Stock|N|PINE|N|100.0|N|PINE
PINS|Pinterest, Inc. Class A Common Stock|N|PINS|N|100.0|N|PINS
PIPR|Piper Sandler Companies Common Stock|N|PIPR|N|100.0|N|PIPR
PJT|PJT Partners Inc. Class A Common Stock|N|PJT|N|100.0|N|PJT
PK|Park Hotels & Resorts Inc. Common Stock |N|PK|N|100.0|N|PK
PKE|Park Aerospace Corp. Common Stock|N|PKE|N|100.0|N|PKE
PKG|Packaging Corporation of America Common Stock|N|PKG|N|100.0|N|PKG
PKST|Peakstone Realty Trust Common Shares|N|PKST|N|100.0|N|PKST
PKX|POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock)|N|PKX|N|100.0|N|PKX
PL|Planet Labs PBC Class A Common Stock|N|PL|N|100.0|N|PL
PLAG|Planet Green Holdings Corp. Common Stock|A|PLAG|N|100.0|N|PLAG
PLD|Prologis, Inc. Common Stock|N|PLD|N|100.0|N|PLD
PLG|Platinum Group Metals Ltd. Ordinary Shares (Canada)|A|PLG|N|100.0|N|PLG
PLNT|Planet Fitness, Inc. Common Stock|N|PLNT|N|100.0|N|PLNT
PLOW|Douglas Dynamics, Inc. Common Stock|N|PLOW|N|100.0|N|PLOW
PLTR|Palantir Technologies Inc. Class A Common Stock|N|PLTR|N|100.0|N|PLTR
PLX|Protalix BioTherapeutics, Inc. (DE) Common Stock|A|PLX|N|100.0|N|PLX
