Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
AY|Atlantica Sustainable Infrastructure plc - Ordinary Shares|Q|N|N|100.0|N|N
AYRO|AYRO, Inc. - Common Stock|S|N|N|100.0|N|N
AYTU|Aytu BioPharma, Inc.  - Common Stock|S|N|N|100.0|N|N
AZN|AstraZeneca PLC - American Depositary Shares|Q|N|N|100.0|N|N
AZPN|Aspen Technology, Inc. - Common Stock|Q|N|N|100.0|N|N
AZTA|Azenta, Inc. - Common Stock|Q|N|N|100.0|N|N
BAER|Bridger Aerospace Group Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
BAERW|Bridger Aerospace Group Holdings, Inc. - Warrant|G|N|N|100.0|N|N
BAFN|BayFirst Financial Corp. - Common Stock|S|N|N|100.0|N|N
BAND|Bandwidth Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BANF|BancFirst Corporation - Common Stock|Q|N|N|100.0|N|N
BANFP|BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities|Q|N|N|100.0|N|N
BANL|CBL International Limited - Ordinary Shares|S|N|N|100.0|N|N
BANR|Banner Corporation - Common Stock|Q|N|N|100.0|N|N
BANX|ArrowMark Financial Corp. - Closed End Fund|Q|N|N|100.0|N|N
BAOS|Baosheng Media Group Holdings Limited - Ordinary shares|S|N|N|100.0|N|N
BASE|Couchbase, Inc. - Common Stock|Q|N|N|100.0|N|N
BATRA|Atlanta Braves Holdings, Inc. - Series A Common Stock|Q|N|N|100.0|N|N
BATRK|Atlanta Braves Holdings, Inc. - Series C Common Stock|Q|N|N|100.0|N|N
BAYA|Bayview Acquisition Corp - Ordinary Share|G|N|N|100.0|N|N
BAYAR|Bayview Acquisition Corp - Right|G|N|N|100.0|N|N
BAYAU|Bayview Acquisition Corp - Unit|G|N|N|100.0|N|N
BBCP|Concrete Pumping Holdings, Inc.  - Common Stock|S|N|N|100.0|N|N
BBIO|BridgeBio Pharma, Inc. - Common Stock|Q|N|N|100.0|N|N
BBLG|Bone Biologics Corp - Common Stock|S|N|N|100.0|N|N
BBLGW|Bone Biologics Corp - warrants|S|N|N|100.0|N|N
BBSI|Barrett Business Services, Inc. - Common Stock|Q|N|N|100.0|N|N
BCAB|BioAtla, Inc. - Common Stock|G|N|N|100.0|N|N
BCAL|Southern California Bancorp - Common Stock|S|N|N|100.0|N|N
BCBP|BCB Bancorp, Inc. (NJ) - Common Stock|G|N|N|100.0|N|N
BCG|Binah Capital Group, Inc. - Common Stock|G|N|N|100.0|N|N
BCGWW|Binah Capital Group, Inc. - Warrants|S|N|N|100.0|N|N
BCML|BayCom Corp - Common Stock|Q|N|N|100.0|N|N
BCOV|Brightcove Inc. - Common Stock|Q|N|N|100.0|N|N
BCOW|1895 Bancorp of Wisconsin, Inc. - Common Stock|S|N|N|100.0|N|N
BCPC|Balchem Corporation - Common Stock|Q|N|N|100.0|N|N
BCRX|BioCryst Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
BCSA|Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares|G|N|N|100.0|N|N
BCSAU|Blockchain Coinvestors Acquisition Corp. I - Unit|G|N|N|100.0|N|N
BCSAW|Blockchain Coinvestors Acquisition Corp. I - Warrant|G|N|N|100.0|N|N
BCTX|BriaCell Therapeutics Corp. - Common Shares|S|N|N|100.0|N|N
BCTXW|BriaCell Therapeutics Corp. - Warrant|S|N|N|100.0|N|N
BCYC|Bicycle Therapeutics plc - American Depositary Shares|Q|N|N|100.0|N|N
BDRX|Biodexa Pharmaceuticals plc - American Depositary Shares|S|N|N|100.0|N|N
BDSX|Biodesix, Inc. - Common Stock|G|N|N|100.0|N|N
BDTX|Black Diamond Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
BEAM|Beam Therapeutics Inc. - Common Stock|Q|N|N|100.0|N|N
BEAT|Heartbeam, Inc. - Common Stock|S|N|N|100.0|N|N
BEATW|Heartbeam, Inc. - Warrant|S|N|N|100.0|N|N
BECN|Beacon Roofing Supply, Inc. - Common Stock|Q|N|N|100.0|N|N
BEEM|Beam Global - Common Stock|S|N|N|100.0|N|N
BELFA|Bel Fuse Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BELFB|Bel Fuse Inc. - Class B Common Stock|Q|N|N|100.0|N|N
BENF|Beneficient - Class A Common Stock|S|N|N|100.0|N|N
BENFW|Beneficient - Warrant|S|N|N|100.0|N|N
BETRW|Better Home & Finance Holding Company - Warrant|S|N|N|100.0|N|N
BFC|Bank First Corporation - Common Stock|S|N|N|100.0|N|N
BFIIW|BurgerFi International Inc - Warrant|G|N|N|100.0|N|N
BFIN|BankFinancial Corporation - Common Stock|Q|N|N|100.0|N|N
BFRG|Bullfrog AI Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
BFRGW|Bullfrog AI Holdings, Inc. - Warrants|S|N|N|100.0|N|N
BFRI|Biofrontera Inc. - Common Stock|S|N|N|100.0|N|N
BFRIW|Biofrontera Inc. - Warrants|S|N|N|100.0|N|N
BFST|Business First Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
BGC|BGC Group, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BGFV|Big 5 Sporting Goods Corporation - Common Stock|Q|N|N|100.0|N|N
BGNE|BeiGene, Ltd. - American Depositary Shares|Q|N|N|100.0|N|N
BHAC|Focus Impact BH3 Acquisition Company - Class A Common Stock|G|N|N|100.0|N|N
BHACU|Focus Impact BH3 Acquisition Company - Units|G|N|N|100.0|N|N
BHACW|Focus Impact BH3 Acquisition Company - Warrants|G|N|N|100.0|N|N
BHAT|Blue Hat Interactive Entertainment Technology - Ordinary Shares|S|N|N|100.0|N|N
BHF|Brighthouse Financial, Inc. - Common Stock|Q|N|N|100.0|N|N
BHFAL|Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058|Q|N|N|100.0|N|N
BHFAM|Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D|Q|N|N|100.0|N|N
BHFAN|Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C|Q|N|N|100.0|N|N
BHFAO|Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B|Q|N|N|100.0|N|N
BHFAP|Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A|Q|N|N|100.0|N|N
BHRB|Burke & Herbert Financial Services Corp. - Common Stock|S|N|N|100.0|N|N
BIAF|bioAffinity Technologies, Inc. - Common Stock|S|N|N|100.0|N|N
BIAFW|bioAffinity Technologies, Inc. - Warrant|S|N|N|100.0|N|N
BIDU|Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share|Q|N|N|100.0|N|N
BIGC|BigCommerce Holdings, Inc. - Series 1 Common Stock|G|N|N|100.0|N|N
BIIB|Biogen Inc. - Common Stock|Q|N|N|100.0|N|N
BILI|Bilibili Inc. - American Depositary Shares|Q|N|N|100.0|N|N
BIOX|Bioceres Crop Solutions Corp. - Ordinary Shares|Q|N|N|100.0|N|N
BITF|Bitfarms Ltd. - Common Stock|G|N|N|100.0|N|N
BJRI|BJ's Restaurants, Inc. - Common Stock|Q|N|N|100.0|N|N
BKHA|Black Hawk Acquisition Corporation - Class A Ordinary Shares|G|N|N|100.0|N|N
BKHAR|Black Hawk Acquisition Corporation - Rights|G|N|N|100.0|N|N
BKHAU|Black Hawk Acquisition Corporation - Units|G|N|N|100.0|N|N
BKNG|Booking Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
BKR|Baker Hughes Company - Common Stock|Q|N|N|100.0|N|N
BL|BlackLine, Inc. - Common Stock|Q|N|N|100.0|N|N
BLBD|Blue Bird Corporation - Common Stock|G|N|N|100.0|N|N
BLBX|Blackboxstocks Inc. - Common Stock|S|N|N|100.0|N|N
BLDE|Blade Air Mobility, Inc. - Class A Common Stock|S|N|N|100.0|N|N
BLDEW|Blade Air Mobility, Inc. - Warrants|S|N|N|100.0|N|N
BLDP|Ballard Power Systems, Inc. - Common Shares|G|N|N|100.0|N|N
BLEU|bleuacacia ltd - Class A Ordinary Shares|S|N|N|100.0|N|N
BLEUR|bleuacacia ltd - Rights|S|N|N|100.0|N|N
BLEUU|bleuacacia ltd - Units|S|N|N|100.0|N|N
BLEUW|bleuacacia ltd - Warrants|S|N|N|100.0|N|N
BLFS|BioLife Solutions, Inc. - Common Stock|S|N|N|100.0|N|N
BLFY|Blue Foundry Bancorp - Common Stock|Q|N|N|100.0|N|N
BLIN|Bridgeline Digital, Inc. - Common Stock|S|N|N|100.0|N|N
BLKB|Blackbaud, Inc. - Common Stock|Q|N|N|100.0|N|N
BLMN|Bloomin' Brands, Inc. - Common Stock|Q|N|N|100.0|N|N
BLNK|Blink Charging Co. - Common Stock|S|N|N|100.0|N|N
BLTE|Belite Bio, Inc - American Depositary Shares|S|N|N|100.0|N|N
BLZE|Backblaze, Inc. - Class A Common Stock|G|N|N|100.0|N|N
BMBL|Bumble Inc. - common stock|Q|N|N|100.0|N|N
BMEA|Biomea Fusion, Inc. - Common Stock|Q|N|N|100.0|N|N
BMR|Beamr Imaging Ltd. - Ordinary Share|S|N|N|100.0|N|N
BMRC|Bank of Marin Bancorp - Common Stock|S|N|N|100.0|N|N
BMRN|BioMarin Pharmaceutical Inc. - Common Stock|Q|N|N|100.0|N|N
BNAI|Brand Engagement Network Inc. - Common Stock|S|N|N|100.0|N|N
BNAIW|Brand Engagement Network Inc. - Warrant|S|N|N|100.0|N|N
BNGO|Bionano Genomics, Inc. - Common Stock|S|N|N|100.0|N|N
BNOX|Bionomics Limited - American Depository Shares|G|N|N|100.0|N|N
BNR|Burning Rock Biotech Limited - American Depositary Shares|G|N|N|100.0|N|N
BNRG|Brenmiller Energy Ltd - Ordinary Shares|S|N|N|100.0|N|N
BNTC|Benitec Biopharma Inc. - Common Stock|S|N|N|100.0|N|N
BNTX|BioNTech SE - American Depositary Shares|Q|N|N|100.0|N|N
BNZIW|Banzai International, Inc. - Warrant|S|N|N|100.0|N|N
BOCN|Blue Ocean Acquisition Corp - Class A Ordinary Shares|G|N|N|100.0|N|N
BOCNU|Blue Ocean Acquisition Corp - Units|G|N|N|100.0|N|N
BOCNW|Blue Ocean Acquisition Corp - Warrants|G|N|N|100.0|N|N
BOKF|BOK Financial Corporation - Common Stock|Q|N|N|100.0|N|N
BOLD|Boundless Bio, Inc. - Common Stock|Q|N|N|100.0|N|N
BOLT|Bolt Biotherapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
BON|Bon Natural Life Limited - Ordinary Shares|S|N|N|100.0|N|N
BOOM|DMC Global Inc. - Common Stock|Q|N|N|100.0|N|N
BOSC|B.O.S. Better Online Solutions - Ordinary Shares|S|N|N|100.0|N|N
BOTJ|Bank of the James Financial Group, Inc. - Common Stock|S|N|N|100.0|N|N
BOWN|Bowen Acquisition Corp - Ordinary Shares|G|N|N|100.0|N|N
BOWNR|Bowen Acquisition Corp - Rights|G|N|N|100.0|N|N
BOWNU|Bowen Acquisition Corp - Unit|G|N|N|100.0|N|N
BPMC|Blueprint Medicines Corporation - Common Stock|Q|N|N|100.0|N|N
BPOP|Popular, Inc. - Common Stock|Q|N|N|100.0|N|N
BPOPM|Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities|Q|N|N|100.0|N|N
BPRN|Princeton Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
BPYPM|Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1|Q|N|N|100.0|N|N
BPYPN|Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3|Q|N|N|100.0|N|N
BPYPO|Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2|Q|N|N|100.0|N|N
BPYPP|Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units|Q|N|N|100.0|N|N
BRAC|Broad Capital Acquisition Corp - Common Stock|G|N|N|100.0|N|N
BRACR|Broad Capital Acquisition Corp - Rights|G|N|N|100.0|N|N
BRACU|Broad Capital Acquisition Corp - Units|G|N|N|100.0|N|N
BRAG|Bragg Gaming Group Inc. - Common Shares|Q|N|N|100.0|N|N
BRFH|Barfresh Food Group Inc. - Common Stock|S|N|N|100.0|N|N
BRID|Bridgford Foods Corporation - Common Stock|G|N|N|100.0|N|N
BRKL|Brookline Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
BRKR|Bruker Corporation - Common Stock|Q|N|N|100.0|N|N
BRLS|Borealis Foods Inc. - Class A Common Shares|S|N|N|100.0|N|N
BRLSW|Borealis Foods Inc. - Warrant|S|N|N|100.0|N|N
BRLT|Brilliant Earth Group, Inc. - Class A Common Stock|G|N|N|100.0|N|N
BRNS|Barinthus Biotherapeutics plc - American Depositary Shares|G|N|N|100.0|N|N
BRTX|BioRestorative Therapies, Inc. - Common Stock|S|N|N|100.0|N|N
BRY|Berry Corporation (bry) - Common Stock|Q|N|N|100.0|N|N
BRZE|Braze, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BSBK|Bogota Financial Corp. - Common Stock|S|N|N|100.0|N|N
BSET|Bassett Furniture Industries, Incorporated - Common Stock|Q|N|N|100.0|N|N
BSFC|Blue Star Foods Corp. - Common stock|S|N|N|100.0|N|N
BSRR|Sierra Bancorp - Common Stock|Q|N|N|100.0|N|N
BSVN|Bank7 Corp. - Common stock|Q|N|N|100.0|N|N
BSY|Bentley Systems, Incorporated - Class B Common Stock|Q|N|N|100.0|N|N
BTAI|BioXcel Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
BTBD|BT Brands, Inc. - Common Stock|S|N|N|100.0|N|N
BTBDW|BT Brands, Inc. - Warrant|S|N|N|100.0|N|N
BTBT|Bit Digital, Inc. - Ordinary Share|S|N|N|100.0|N|N
BTCS|BTCS Inc. - Common Stock|S|N|N|100.0|N|N
BTCT|BTC Digital Ltd. - Ordinary Shares|S|N|N|100.0|N|N
BTCTW|BTC Digital Ltd. - Warrant|S|N|N|100.0|N|N
BTDR|Bitdeer Technologies Group - Ordinary Shares|S|N|N|100.0|N|N
BTM|Bitcoin Depot Inc. - Class A Common Stock|S|N|N|100.0|N|N
BTMD|Biote Corp. - Class A common stock|G|N|N|100.0|N|N
BTMWW|Bitcoin Depot Inc. - Warrant|S|N|N|100.0|N|N
BTOC|Armlogi Holding Corp. - common stock|G|N|N|100.0|N|N
BTOG|Bit Origin Limited - Ordinary Shares|S|N|N|100.0|N|N
BTSG|BrightSpring Health Services, Inc. - Common Stock|Q|N|N|100.0|N|N
BTSGU|BrightSpring Health Services, Inc. - Tangible Equity Unit|Q|N|N|100.0|N|N
BUJA|Bukit Jalil Global Acquisition 1 Ltd. - Ordinary Shares|S|N|N|100.0|N|N
BUJAR|Bukit Jalil Global Acquisition 1 Ltd. - Rights|S|N|N|100.0|N|N
BUJAU|Bukit Jalil Global Acquisition 1 Ltd. - Unit|S|N|N|100.0|N|N
BUJAW|Bukit Jalil Global Acquisition 1 Ltd. - Warrants|S|N|N|100.0|N|N
BUSE|First Busey Corporation - Common Stock|Q|N|N|100.0|N|N
BVFL|BV Financial, Inc. - Common Stock|S|N|N|100.0|N|N
BVS|Bioventus Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BWAQR|Blue World Acquisition Corporation - Right|G|N|N|100.0|N|N
BWAQU|Blue World Acquisition Corporation - Unit|G|N|N|100.0|N|N
BWAQW|Blue World Acquisition Corporation - Warrant|G|N|N|100.0|N|N
BWAY|BrainsWay Ltd. - American Depositary Shares|G|N|N|100.0|N|N
BWB|Bridgewater Bancshares, Inc. - Common Stock|S|N|N|100.0|N|N
BWBBP|Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A|S|N|N|100.0|N|N
BWEN|Broadwind, Inc. - Common Stock|S|N|N|100.0|N|N
BWFG|Bankwell Financial Group, Inc. - Common Stock|G|N|N|100.0|N|N
BWIN|The Baldwin Insurance Group, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
BWMN|Bowman Consulting Group Ltd. - Common Stock|G|N|N|100.0|N|N
BYFC|Broadway Financial Corporation - Class A Common Stock|S|N|N|100.0|N|N
BYND|Beyond Meat, Inc. - Common stock|Q|N|N|100.0|N|N
BYNOU|byNordic Acquisition Corporation - Units|G|N|N|100.0|N|N
BYNOW|byNordic Acquisition Corporation - Warrant|G|N|N|100.0|N|N
BYRN|Byrna Technologies, Inc. - Common Stock|S|N|N|100.0|N|N
BYSI|BeyondSpring, Inc. - Ordinary Shares|S|N|N|100.0|N|N
BYU|BAIYU Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
BZ|KANZHUN LIMITED - American Depository Shares|Q|N|N|100.0|N|N
BZFD|BuzzFeed, Inc. - Class A Common Stock|S|N|N|100.0|N|N
BZFDW|BuzzFeed, Inc. - Warrant|S|N|N|100.0|N|N
BZUN|Baozun Inc. - American Depositary Shares|Q|N|N|100.0|N|N
CAAS|China Automotive Systems, Inc. - Common Stock|S|N|N|100.0|N|N
CABA|Cabaletta Bio, Inc. - Common Stock|Q|N|N|100.0|N|N
CAC|Camden National Corporation - Common Stock|Q|N|N|100.0|N|N
CACC|Credit Acceptance Corporation - Common Stock|Q|N|N|100.0|N|N
CADL|Candel Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
CAKE|The Cheesecake Factory Incorporated - Common Stock|Q|N|N|100.0|N|N
CALB|California BanCorp - Common Stock|Q|N|N|100.0|N|N
CALC|CalciMedica, Inc. - Common Stock|S|N|N|100.0|N|N
CALM|Cal-Maine Foods, Inc. - Common Stock|Q|N|N|100.0|N|N
CALT|Calliditas Therapeutics AB - American Depositary Shares|Q|N|N|100.0|N|N
CAMT|Camtek Ltd. - Ordinary Shares|G|N|N|100.0|N|N
CAN|Canaan Inc. - American Depositary Shares|G|N|N|100.0|N|N
CAPR|Capricor Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
CAPT|Captivision Inc. - Ordinary Shares|G|N|N|100.0|N|N
CAPTW|Captivision Inc. - Warrant|S|N|N|100.0|N|N
CAR|Avis Budget Group, Inc. - Common Stock|Q|N|N|100.0|N|N
CARE|Carter Bankshares, Inc. - Common Stock|Q|N|N|100.0|N|N
CARG|CarGurus, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
CARM|Carisma Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
CART|Maplebear Inc. - Common Stock|Q|N|N|100.0|N|N
CARV|Carver Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
CASH|Pathward Financial, Inc. - Common Stock|Q|N|N|100.0|N|N
CASI|CASI Pharmaceuticals, Inc. - Ordinary Shares|S|N|N|100.0|N|N
CASS|Cass Information Systems, Inc - Common Stock|Q|N|N|100.0|N|N
CASY|Caseys General Stores, Inc. - Common Stock|Q|N|N|100.0|N|N
CATC|Cambridge Bancorp - Common Stock|S|N|N|100.0|N|N
CATY|Cathay General Bancorp - Common Stock|Q|N|N|100.0|N|N
CBAN|Colony Bankcorp, Inc. - Common Stock|G|N|N|100.0|N|N
CBAT|CBAK Energy Technology, Inc. - Common Stock|S|N|N|100.0|N|N
CBFV|CB Financial Services, Inc. - Common Stock|G|N|N|100.0|N|N
CBNK|Capital Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
CBRG|Chain Bridge I - Class A Ordinary Shares|S|N|N|100.0|N|N
CBRGU|Chain Bridge I - Units|S|N|N|100.0|N|N
CBRL|Cracker Barrel Old Country Store, Inc. - Common Stock|Q|N|N|100.0|N|N
CBSH|Commerce Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
CBUS|Cibus, Inc. - Class A Common Stock|S|N|N|100.0|N|N
CCAP|Crescent Capital BDC, Inc. - Common Stock|G|N|N|100.0|N|N
CCB|Coastal Financial Corporation - Common Stock|Q|N|N|100.0|N|N
CCCC|C4 Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
CCCS|CCC Intelligent Solutions Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
CCD|Calamos Dynamic Convertible & Income Fund - Closed End Fund|Q|N|N|100.0|N|N
CCEP|Coca-Cola Europacific Partners plc - Ordinary Shares|Q|N|N|100.0|N|N
CCG|Cheche Group Inc. - Class A Ordinary Shares|S|N|N|100.0|N|N
CCGWW|Cheche Group Inc. - Warrant|S|N|N|100.0|N|N
CCIXU|Churchill Capital Corp IX - Unit|G|N|N|100.0|N|N
CCLD|CareCloud, Inc. - Common Stock|G|N|N|100.0|N|N
CCLDO|CareCloud, Inc. - 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100.0|N|N
CCLDP|CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100.0|N|N
CCNE|CNB Financial Corporation - Common Stock|Q|N|N|100.0|N|N
CCNEP|CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock|Q|N|N|100.0|N|N
CCOI|Cogent Communications Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
CCRN|Cross Country Healthcare, Inc. - Common Stock|Q|N|N|100.0|N|N
CCSI|Consensus Cloud Solutions, Inc. - Common Stock|Q|N|N|100.0|N|N
CCTG|CCSC Technology International Holdings Limited - Ordinary Shares|S|N|N|100.0|N|N
CCTSU|Cactus Acquisition Corp. 1 Limited - Unit|G|N|N|100.0|N|N
CCTSW|Cactus Acquisition Corp. 1 Limited - Warrant|G|N|N|100.0|N|N
CDAQ|Compass Digital Acquisition Corp. - Class A Ordinary Shares|G|N|N|100.0|N|N
CDAQU|Compass Digital Acquisition Corp. - Unit|G|N|N|100.0|N|N
CDAQW|Compass Digital Acquisition Corp. - Warrant|G|N|N|100.0|N|N
CDIOW|Cardio Diagnostics Holdings Inc. - Warrant|S|N|N|100.0|N|N
CDLX|Cardlytics, Inc. - Common Stock|G|N|N|100.0|N|N
CDMO|Avid Bioservices, Inc. - Common Stock|S|N|N|100.0|N|N
CDNA|CareDx, Inc. - Common Stock|G|N|N|100.0|N|N
CDNS|Cadence Design Systems, Inc. - Common Stock|Q|N|N|100.0|N|N
CDTG|CDT Environmental Technology Investment Holdings Limited - ordinary shares|S|N|N|100.0|N|N
CDTX|Cidara Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
CDW|CDW Corporation - Common Stock|Q|N|N|100.0|N|N
CDXC|ChromaDex Corporation - Common Stock|S|N|N|100.0|N|N
CDXS|Codexis, Inc. - Common Stock|Q|N|N|100.0|N|N
CDZI|Cadiz, Inc. - Common Stock|G|N|N|100.0|N|N
CDZIP|Cadiz, Inc. - Depositary Shares|G|N|N|100.0|N|N
CEADW|CEA Industries Inc. - Warrant|S|N|N|100.0|N|N
CECO|CECO Environmental Corp. - Common Stock|Q|N|N|100.0|N|N
CEG|Constellation Energy Corporation - Common Stock|Q|N|N|100.0|N|N
CELC|Celcuity Inc. - Common Stock|S|N|N|100.0|N|N
CELH|Celsius Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
CELZ|Creative Medical Technology Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
CENN|Cenntro Inc. - Common Stock|S|N|N|100.0|N|N
CENT|Central Garden & Pet Company - Common Stock|Q|N|N|100.0|N|N
CENTA|Central Garden & Pet Company - Class A Common Stock Nonvoting|Q|N|N|100.0|N|N
CENX|Century Aluminum Company - Common Stock|Q|N|N|100.0|N|N
CERE|Cerevel Therapeutics Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
CEROW|CERo Therapeutics Holdings, Inc. - Warrants|S|N|N|100.0|N|N
CERS|Cerus Corporation - Common Stock|G|N|N|100.0|N|N
CERT|Certara, Inc. - Common Stock|Q|N|N|100.0|N|N
CETU|Cetus Capital Acquisition Corp. - Class A Common Stock|S|N|N|100.0|N|N
CETUR|Cetus Capital Acquisition Corp. - Right to receive 1/6 of one share of Class A Common Stock|S|N|N|100.0|N|N
CETUU|Cetus Capital Acquisition Corp. - Unit|S|N|N|100.0|N|N
CETUW|Cetus Capital Acquisition Corp. - Warrant|S|N|N|100.0|N|N
CETX|Cemtrex Inc. - Common Stock|S|N|N|100.0|N|N
CETY|Clean Energy Technologies, Inc. - Common Stock|S|N|N|100.0|N|N
CEVA|CEVA, Inc. - Common Stock|Q|N|N|100.0|N|N
CFB|CrossFirst Bankshares, Inc. - Common Stock|Q|N|N|100.0|N|N
CFBK|CF Bankshares Inc. - Common Stock|S|N|N|100.0|N|N
CFFI|C&F Financial Corporation - Common Stock|Q|N|N|100.0|N|N
CFFN|Capitol Federal Financial, Inc. - Common Stock|Q|N|N|100.0|N|N
CFFS|CF Acquisition Corp. VII - Class A Common Stock|S|N|N|100.0|N|N
CFFSU|CF Acquisition Corp. VII - Unit|G|N|N|100.0|N|N
CFFSW|CF Acquisition Corp. VII - Warrant|S|N|N|100.0|N|N
CFLT|Confluent, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
CFSB|CFSB Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
CG|The Carlyle Group Inc. - Common Stock|Q|N|N|100.0|N|N
CGABL|The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061|Q|N|N|100.0|N|N
CGBD|Carlyle Secured Lending, Inc. - Closed End Fund|Q|N|N|100.0|N|N
CGBDL|Carlyle Secured Lending, Inc. - 8.20% Notes due 2028|G|N|N|100.0|N|N
CGC|Canopy Growth Corporation - Common Shares|Q|N|N|100.0|N|N
CGEM|Cullinan Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
CGEN|Compugen Ltd. - Ordinary Shares|S|N|N|100.0|N|N
CGNT|Cognyte Software Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CGNX|Cognex Corporation - Common Stock|Q|N|N|100.0|N|N
CGO|Calamos Global Total Return Fund - Closed End Fund|Q|N|N|100.0|N|N
CGON|CG Oncology, Inc. - Common stock|Q|N|N|100.0|N|N
CGTX|Cognition Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
CHCI|Comstock Holding Companies, Inc. - Class A Common Stock|S|N|N|100.0|N|N
CHCO|City Holding Company - Common Stock|Q|N|N|100.0|N|N
CHDN|Churchill Downs, Incorporated - Common Stock|Q|N|N|100.0|N|N
CHEF|The Chefs' Warehouse, Inc. - Common Stock|Q|N|N|100.0|N|N
CHEK|Check-Cap Ltd. - Ordinary Share|S|N|N|100.0|N|N
CHI|Calamos Convertible Opportunities and Income Fund - Closed End Fund|Q|N|N|100.0|N|N
CHK|Chesapeake Energy Corporation - Common Stock|Q|N|N|100.0|N|N
CHKEL|Chesapeake Energy Corporation - Class C Warrants|Q|N|N|100.0|N|N
CHKEW|Chesapeake Energy Corporation - Class A Warrants|S|N|N|100.0|N|N
CHKEZ|Chesapeake Energy Corporation - Class B Warrants|S|N|N|100.0|N|N
CHKP|Check Point Software Technologies Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CHMG|Chemung Financial Corp  - Common Stock|Q|N|N|100.0|N|N
CHNR|China Natural Resources, Inc. - Common Shares|S|N|N|100.0|N|N
CHR|Cheer Holding, Inc.  - Ordinary Share|S|N|N|100.0|N|N
CHRD|Chord Energy Corporation - Common Stock|Q|N|N|100.0|N|N
CHRS|Coherus BioSciences, Inc. - Common Stock|G|N|N|100.0|N|N
CHRW|C.H. Robinson Worldwide, Inc. - Common Stock|Q|N|N|100.0|N|N
